1991354,101735,101377,12.0,155.0,77.14285714285717,1.0,63.63636363636363
1991354,101767,101481,22.0,142.0,70.3125,6.0,20.0
1991301,101179,100954,11.0,129.0,78.26086956521739,0.0,62.5
1991301,101120,101119,8.0,114.0,63.829787234042556,2.0,66.66666666666666
1991338,101098,101196,8.0,52.0,80.95238095238095,2.0,0.0
1991580,100656,101222,18.0,242.0,73.68421052631578,10.0,50.0
1991580,101414,101265,28.0,190.0,75.90361445783131,2.0,75.0
1991424,100763,101736,12.0,59.0,89.2857142857143,2.0,100.0
1991424,101190,100923,10.0,112.0,73.58490566037736,6.0,0.0
1991408,101334,101084,7.0,80.0,68.75,2.0,83.33333333333334
1991201,101174,100864,6.0,72.0,79.48717948717949,5.0,60.0
1991201,101133,101412,10.0,160.0,78.33333333333333,2.0,40.0
1991408,101750,101391,2.0,180.0,68.96551724137932,1.0,63.63636363636363
1991406,101772,101414,9.0,90.0,77.4193548387097,3.0,40.0
1991406,101098,101222,13.0,103.0,76.19047619047619,2.0,80.0
1991401,100656,100763,15.0,160.0,70.37037037037038,5.0,66.66666666666666
1991357,101222,101733,8.0,77.0,84.84848484848484,5.0,100.0
1991402,100656,101196,5.0,72.0,82.75862068965517,3.0,100.0
1991357,101298,101098,16.0,130.0,63.63636363636363,3.0,50.0
1991402,101529,102021,6.0,66.0,80.76923076923076,0.0,100.0
1991411,100581,101613,12.0,168.0,83.92857142857143,5.0,20.0
1991407,101481,101235,17.0,150.0,70.76923076923076,1.0,62.5
1991407,100656,100757,4.0,100.0,79.48717948717949,4.0,50.0
1991411,101265,101205,14.0,132.0,71.15384615384616,1.0,80.0
1991481,101298,101084,17.0,100.0,76.74418604651162,0.0,72.72727272727273
1991404,101793,101529,12.0,85.0,81.25,4.0,100.0
1991404,101098,101222,6.0,81.0,71.7948717948718,3.0,60.0
1991403,101609,101222,8.0,91.0,70.0,4.0,75.0
1991403,101793,101191,12.0,68.0,73.33333333333333,3.0,0.0
1991468,101120,101119,5.0,95.0,71.42857142857143,2.0,66.66666666666666
1991468,101843,101230,0.0,119.0,70.21276595744679,3.0,57.14285714285714
1991409,101196,101948,16.0,86.0,87.5,5.0,0.0
1991336,100923,101233,9.0,135.0,73.01587301587301,5.0,57.14285714285714
1991409,101736,101613,9.0,85.0,74.0,1.0,88.8888888888889
1991425,101843,101649,4.0,92.0,70.58823529411767,3.0,57.14285714285714
1991425,101142,101073,4.0,104.0,70.83333333333334,1.0,80.0
1991329,100656,101793,14.0,89.0,73.33333333333333,0.0,100.0
1991329,101222,102021,4.0,85.0,72.97297297297297,1.0,75.0
1991434,101133,101412,3.0,109.0,67.56756756756756,4.0,75.0
1991305,101073,101120,6.0,143.0,73.07692307692307,4.0,69.23076923076923
1991434,101543,101955,0.0,120.0,65.0,6.0,50.0
1991456,101733,101205,5.0,74.0,67.85714285714286,0.0,100.0
1991410,101414,101030,2.0,80.0,70.58823529411767,1.0,50.0
1991410,101843,101511,3.0,98.0,57.44680851063831,0.0,80.0
1991456,101332,101727,9.0,125.0,65.0,3.0,40.0
1991309,101063,101120,1.0,78.0,77.5,5.0,100.0
1991308,101320,100656,9.0,100.0,63.04347826086957,2.0,0.0
1991717,101434,101593,6.0,78.0,67.56756756756756,2.0,50.0
1991309,101382,101439,1.0,102.0,58.33333333333334,1.0,75.0
1991717,101191,100782,6.0,68.0,80.0,2.0,83.33333333333334
1991308,101649,101377,0.0,58.0,62.5,0.0,100.0
1991414,101320,101030,3.0,104.0,71.66666666666667,2.0,57.14285714285714
1991414,101120,101529,9.0,140.0,69.04761904761905,2.0,58.33333333333334
1991439,101432,101179,7.0,129.0,71.9298245614035,2.0,83.33333333333334
