1993315,Newport,Newport,Outdoor,1993,A,32,"$200,000 "
1994311,London,London,Outdoor,1994,A,56,"$625,000 "
1994440,S-Hertogenbosch,Rosmalen,Outdoor,1994,A,32,"$313,750 "
1994500,Halle,Halle,Outdoor,1994,A,32,"$525,000 "
19947310,Manchester,Manchester,Outdoor,1994,A,32,"$315,000 "
1994540,Wimbledon,London,Outdoor,1994,G,128,"$3,920,625 "
1994315,Newport,Newport,Outdoor,1994,A,32,"$240,000 "
1995311,London,London,Outdoor,1995,A,56,"$625,000 "
1995440,S-Hertogenbosch,Rosmalen,Outdoor,1995,A,32,"$328,000 "
1995500,Halle,Halle,Outdoor,1995,A,32,"$725,000 "
1995741,Nottingham,Nottingham,Outdoor,1995,A,32,"$328,000 "
1995540,Wimbledon,London,Outdoor,1995,G,128,
1995315,Newport,Newport,Outdoor,1995,A,32,"$255,000 "
1996311,London,London,Outdoor,1996,A,56,"$700,000 "
1996440,S-Hertogenbosch,Rosmalen,Outdoor,1996,A,32,"$500,000 "
1996500,Halle,Halle,Outdoor,1996,A,32,"$900,000 "
1996741,Nottingham,Nottingham,Outdoor,1996,A,32,"$328,000 "
1996540,Wimbledon,London,Outdoor,1996,G,128,
1996315,Newport,Newport,Outdoor,1996,A,32,"$255,000 "
1997500,Halle,Halle,Outdoor,1997,A,32,"$900,000 "
1997311,London,London,Outdoor,1997,A,56,"$700,000 "
1997741,Nottingham,Nottingham,Outdoor,1997,A,32,"$328,000 "
1997440,S-Hertogenbosch,Rosmalen,Outdoor,1997,A,32,"$500,000 "
1997540,Wimbledon,London,Outdoor,1997,G,128,"$5,445,815 "
1997315,Newport,Newport,Outdoor,1997,A,32,"$280,000 "
1998500,Halle,Halle,Outdoor,1998,A,32,"$900,000 "
1998311,London,London,Outdoor,1998,A,56,"$750,000 "
1998741,Nottingham,Nottingham,Outdoor,1998,A,32,"$340,000 "
1998440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,1998,A,32,"$500,000 "
1998540,Wimbledon,London,Outdoor,1998,G,128,"$5,638,006 "
1998315,Newport,Newport,Outdoor,1998,A,32,"$300,000 "
1999500,Halle,Halle,Outdoor,1999,A,32,"$900,000 "
1999311,London,London,Outdoor,1999,A,56,"$750,000 "
1999741,Nottingham,Nottingham,Outdoor,1999,A,32,"$350,000 "
1999440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,1999,A,32,"$500,000 "
1999540,Wimbledon,London,Outdoor,1999,G,128,"$5,614,685 "
1999315,Newport,Newport,Outdoor,1999,A,32,"$320,000 "
2000500,Halle,Halle,Outdoor,2000,A,32,"$1,000,000 "
2000311,London,London,Outdoor,2000,A,56,"$800,000 "
2000741,Nottingham,Nottingham,Outdoor,2000,A,32,"$375,000 "
2000440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2000,A,32,"$400,000 "
2000540,Wimbledon,London,Outdoor,2000,G,128,"$5,564,842 "
2000315,Newport,Newport,Outdoor,2000,A,32,"$375,000 "
2001500,Halle,Halle,Outdoor,2001,A,32,"$1,000,000 "
2001311,London,London,Outdoor,2001,A,56,"$800,000 "
2001741,Nottingham,Nottingham,Outdoor,2001,A,32,"$400,000 "
2001440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2001,A,32,"$400,000 "
2001540,Wimbledon,London,Outdoor,2001,G,128,"$5,476,164 "
2001315,Newport,Newport,Outdoor,2001,A,32,"$400,000 "
2002500,Halle,Halle,Outdoor,2002,A,32,"$951,000 "
2002311,London,London,Outdoor,2002,A,56,"$761,000 "
2002741,Nottingham,Nottingham,Outdoor,2002,A,32,"$381,000 "
2002440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2002,A,32,"$381,000 "
2002540,Wimbledon,London,Outdoor,2002,G,128,"$6,061,152 "
2002315,Newport,Newport,Outdoor,2002,A,32,"$400,000 "
2003500,Halle,Halle,Outdoor,2003,A,32,"$775,000 "
2003311,London,London,Outdoor,2003,A,56,"$800,000 "
2003741,Nottingham,Nottingham,Outdoor,2003,A,32,"$380,000 "
2003440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2003,A,32,"$380,000 "
2003540,Wimbledon,London,Outdoor,2003,G,128,"$7,229,232 "
2003315,Newport,Newport,Outdoor,2003,A,32,"$380,000 "
2004500,Halle,Halle,Outdoor,2004,A,32,"$791,750 "
2004311,London,London,Outdoor,2004,A,56,"$791,750 "
2004741,Nottingham,Nottingham,Outdoor,2004,A,32,"$380,000 "
2004440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2004,A,32,"$380,000 "
2004540,Wimbledon,London,Outdoor,2004,G,128,"$8,328,704 "
2004315,Newport,Newport,Outdoor,2004,A,32,"$380,000 "
2005500,Halle,Halle,Outdoor,2005,A,32,"$800,000 "
2005311,London,London,Outdoor,2005,A,56,"$800,000 "
2005741,Nottingham,Nottingham,Outdoor,2005,A,32,"$380,000 "
2005440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2005,A,32,"$380,000 "
2005540,Wimbledon,London,Outdoor,2005,G,128,"$8,616,793 "
2005315,Newport,Newport,Outdoor,2005,A,32,"$380,000 "
2006500,Halle,Halle,Outdoor,2006,A,32,"$800,000 "
2006311,London,London,Outdoor,2006,A,56,"$800,000 "
