1973277,Berlin,Berlin,Outdoor,1973,Hard,A,32,
1973414,Hamburg Masters,Hamburg,Outdoor,1973,Clay,A,64,
1973350,Nottingham,Nottingham,Outdoor,1973,Grass,A,64,
1973311,London,London,Outdoor,1973,Grass,A,64,
19732049,Eastbourne,Eastbourne,Outdoor,1973,Grass,A,32,
1973540,Wimbledon,London,Outdoor,1973,Grass,G,128,
1973316,Bastad,Bastad,Outdoor,1973,Clay,A,32,
1973661,Dusseldorf,Dusseldorf,Outdoor,1973,Clay,A,16,
19732050,Newport,Newport,Outdoor,1973,Grass,A,64,
1973314,Gstaad,Gstaad,Outdoor,1973,Clay,A,32,
1973417,Boston,Boston,Outdoor,1973,Hard,A,32,
1973706,Bretton Woods,Bretton Woods,Outdoor,1973,Clay,A,32,
1973317,Amersfoort,Hilversum,Outdoor,1973,Clay,A,32,
1973319,Kitzbuhel,Kitzbuehel,Outdoor,1973,Clay,A,32,
1973418,Washington,Washington,Outdoor,1973,Clay,A,64,"$75,000 "
1973343,Columbus,Columbus,Outdoor,1973,Hard,A,32,
1973663,Louisville,Louisville,Outdoor,1973,Clay,A,64,
1973422,Cincinnati Masters,Cincinnati,Outdoor,1973,Clay,M,32,"$50,000 "
19732051,Tanglewood,Tanglewood,Outdoor,1973,Hard,A,32,
1973717,Houston,Indianapolis,Outdoor,1973,Clay,A,64,"$90,000 "
19732030,Merion,Merion,Outdoor,1973,Grass,A,64,
1973421,Canada Masters,Montreal,Outdoor,1973,Hard,M,64,"$100,000 "
1973707,South Orange,South Orange,Outdoor,1973,Grass,A,32,
1973560,US Open,New York,Outdoor,1973,Grass,G,128,"$118,000 "
19732042,Aptos,Aptos,Outdoor,1973,Hard,A,32,
19732043,Seattle,Seattle,Indoor,1973,Hard,A,32,
1973423,Los Angeles,Los Angeles,Outdoor,1973,Hard,A,64,
1973424,San Jose,San Francisco,Indoor,1973,Carpet,A,32,
1973411,Chicago,Chicago,Indoor,1973,Carpet,A,32,
19732044,Quebec,Quebec,Indoor,1973,Hard,A,32,
1973653,Fort Worth WCT,Fort Worth,Outdoor,1973,Hard,A,32,
1973498,Osaka,Osaka,Outdoor,1973,Hard,A,32,
1973425,Barcelona,Barcelona,Outdoor,1973,Clay,A,64,
1973329,Tokyo,Tokyo,Outdoor,1973,Hard,A,64,
1973309,Madrid Masters,Madrid,Outdoor,1973,Clay,M,64,
1973362,Manila,Manila,Outdoor,1973,Hard,A,32,
19732045,New Delhi,New Delhi,Outdoor,1973,Hard,A,32,
19732011,Tehran,Tehran,Outdoor,1973,Clay,A,64,
1973379,Prague,Prague,Outdoor,1973,Clay,A,32,
1973336,Hong Kong,Hong Kong,Outdoor,1973,Hard,A,32,
19732046,Djkarta,Jakarta,Outdoor,1973,Hard,A,32,
1973429,Stockholm,Stockholm,Indoor,1973,Hard,A,64,
1973427,Sydney Indoor,Sydney,Indoor,1973,Hard,A,32,
19732016,London,London,Indoor,1973,Carpet,A,32,
19732032,Christchurch,Christchurch,Outdoor,1973,Hard,A,32,
1973303,Buenos Aires,Buenos Aires,Outdoor,1973,Clay,A,32,
1973426,Johannesburg,Johannesburg,Outdoor,1973,Hard,A,32,
1973605,Tour Finals,Boston,Indoor,1973,Carpet,F,8,
1974580,Australian Open,Melbourne,Outdoor,1974,Grass,G,64,
1974301,Auckland,Auckland,Outdoor,1974,Hard,A,32,
19742022,Roanoke,Roanoke,Indoor,1974,Hard,A,16,
1974401,Philadelphia,Philadelphia,Indoor,1974,Carpet,A,128,
19742036,Omaha,Omaha,Outdoor,1974,Hard,A,32,
1974802,Richmond WCT,Richmond,Outdoor,1974,Carpet,A,32,"$50,000 "
1974816,Baltimore WCT,Baltimore,Indoor,1974,Carpet,A,32,
19741603,St. Petersburg WCT,St. Petersburg,Outdoor,1974,Hard,A,32,"$50,000 "
1974660,Little Rock,Little Rock,Indoor,1974,Carpet,A,32,
1974312,Bologna,Bologna,Indoor,1974,Carpet,A,32,
1974650,Birmingham,Birmingham,Indoor,1974,Carpet,A,32,
1974302,Toronto Indoor,Toronto,Indoor,1974,Carpet,A,32,
19742018,Hempstead WCT,Hempstead,Outdoor,1974,Hard,A,32,"$50,000 "
1974262,London WCT,London,Indoor,1974,Hard,A,32,"$50,000 "
1974267,Barcelona WCT,Barcelona,Indoor,1974,Carpet,A,32,
1974813,La Costa WCT,Lacosta,Outdoor,1974,Hard,A,32,
1974681,Miami,Miami,Outdoor,1974,Hard,A,32,
19742037,Paramus,Paramus,Indoor,1974,Hard,A,16,
1974657,Hampton,Hampton,Indoor,1974,Carpet,A,64,
19742038,Calgary,Calgary,Indoor,1974,Hard,A,32,
1974237,Guaruja,Sao Paulo,Indoor,1974,Carpet,A,32,
1974710,Washington,Washington,Indoor,1974,Carpet,A,32,
19742039,Salt Lake City,Salt Lake City,Indoor,1974,Hard,A,32,
1974656,Jackson,Jackson,Indoor,1974,Carpet,A,32,
1974407,Rotterdam,Rotterdam,Indoor,1974,Carpet,A,32,
19741537,Tempe,Tempe,Outdoor,1974,Hard,A,32,"$60,000 "
1974729,Tuscon,Tuscon,Outdoor,1974,Hard,A,64,"$150,000 "
1974412,Atlanta,Atlanta,Outdoor,1974,Clay,A,32,
19742034,Palm Desert WCT,Palm Desert,Outdoor,1974,Hard,A,32,
1974804,Munich WCT,Munich,Indoor,1974,Carpet,A,32,
19742035,New Orleans WCT,New Orleans,Outdoor,1974,Hard,A,32,
19742040,Washington,Washington,Outdoor,1974,Hard,A,16,
1974410,Monte Carlo Masters,Monte Carlo,Outdoor,1974,Clay,M,32,"$50,000 "
1974409,Atlanta,Orlando,Outdoor,1974,Hard,A,32,"$50,000 "
1974329,Tokyo WCT,Tokyo,Outdoor,1974,Hard,A,32,
1974436,Bermuda,Charlotte,Outdoor,1974,Clay,A,32,"$50,000 "
1974820,Houston WCT,Houston,Outdoor,1974,Clay,A,32,"$50,000 "
1974426,Johannesburg,Johannesburg,Outdoor,1974,Hard,A,32,"$50,000 "
1974389,Denver,Denver,Indoor,1974,Carpet,A,32,"$50,000 "
1974652,St. Louis WCT,St. Louis,Outdoor,1974,Clay,A,32,"$50,000 "
1974610,Dallas WCT,Dallas,Indoor,1974,Carpet,A,8,
1974310,Oporto,Florence,Outdoor,1974,Clay,A,32,
1974413,Las Vegas,Las Vegas,Outdoor,1974,Hard,A,32,
1974308,Munich,Munich,Outdoor,1974,Clay,A,32,
1974414,Hamburg Masters,Hamburg,Outdoor,1974,Clay,A,64,
1974347,Bournemouth,Bournemouth,Outdoor,1974,Clay,A,64,
1974416,Rome Masters,Rome,Outdoor,1974,Clay,M,64,"$90,000 "
1974720,Surbiton,Surbiton,Outdoor,1974,Grass,A,32,
1974583,Manchester,Manchester,Outdoor,1974,Grass,A,16,
1974520,Roland Garros,Paris,Outdoor,1974,Clay,G,128,
19747310,Manchester,Beckenham,Outdoor,1974,Grass,A,64,
1974350,Nottingham,Nottingham,Outdoor,1974,Grass,A,64,
1974540,Wimbledon,London,Outdoor,1974,Grass,G,128,
1974316,Bastad,Bastad,Outdoor,1974,Clay,A,32,
1974661,Dusseldorf,Dusseldorf,Outdoor,1974,Clay,A,16,
19742029,Dublin,Dublin,Outdoor,1974,Hard,A,32,
1974314,Gstaad,Gstaad,Outdoor,1974,Clay,A,32,
1974317,Amersfoort,Hilversum,Outdoor,1974,Clay,A,32,
